epoch,train_loss,val_acc,val_auc,val_f1
1,0.13046116662472215,99.98,1.0,0.9997999599919984
2,0.06244369319740554,89.925,0.9999001100000001,0.9084714967067908
3,0.036257103872119396,100.0,1.0,1.0
4,0.02212378782112921,100.0,1.0,1.0
5,0.014985631238771313,100.0,1.0,1.0
