epoch,train_loss,val_acc,val_auc,val_f1
1,0.3856637959915062,100.0,1.0,1.0
2,0.21186608559634176,99.935,0.999896105,0.9993504222255534
3,0.06363141553142743,100.0,0.9999999999999999,1.0
4,0.022555260437198486,100.0,1.0,1.0
5,0.00788760145890341,100.0,1.0,1.0
