epoch,train_loss,val_acc,val_auc,val_f1
1,0.4578168503599585,99.995,0.99995,0.999950002499875
2,0.3275299102503813,100.0,1.0,1.0
3,0.2615332449811904,99.985,0.9999500000000001,0.9998500224966255
4,0.21610166417124937,100.0,1.0000000000000002,1.0
5,0.1816008497553944,100.0,1.0,1.0
