epoch,train_loss,val_acc,val_auc,val_f1
1,0.2986654832114685,99.995,0.9999999199999999,0.999950002499875
2,0.11076202654914838,100.0,1.0,1.0
3,0.04372736652104194,100.0,1.0,1.0
4,0.020093830338112288,100.0,1.0,1.0
5,0.010013070285671017,99.995,0.99999998,0.999950002499875
