epoch,train_loss,val_acc,val_auc,val_f1
1,0.24553908268755925,100.0,1.0,1.0
2,0.12156784522195621,100.0,0.9999999999999999,1.0
3,0.0700773572246161,99.83999999999999,0.99999839,0.9983974358974359
4,0.04239747935473592,100.0,1.0,1.0
5,0.027676582625867897,100.0,0.9999999999999999,1.0
