epoch,train_loss,val_acc,val_auc,val_f1
1,0.01476665502912783,100.0,1.0,1.0
2,7.750750603193341e-05,100.0,1.0,1.0
3,3.094256971854675e-05,100.0,1.0,1.0
4,6.291858871452966e-06,100.0,1.0,1.0
5,3.571052287897756e-06,100.0,1.0,1.0
