epoch,train_loss,val_acc,val_auc,val_f1
1,0.4188350266904674,99.855,0.99980526,0.9985518102372035
2,0.2603089388126211,99.99,0.99997811,0.9999
3,0.16865622129638627,100.0,1.0,1.0
4,0.11361596303595267,99.99,1.0,0.9999000099990001
5,0.07717077080603056,100.0,1.0,1.0
