epoch,train_loss,val_acc,val_auc,val_f1
1,0.015630718762068885,100.0,0.9999999999999999,1.0
2,0.00012865685221601816,100.0,1.0,1.0
3,1.671619263399184e-05,100.0,1.0,1.0
4,7.046681418192428e-06,100.0,1.0,1.0
5,3.986244768026184e-06,100.0,1.0,1.0
