epoch,train_loss,val_acc,val_auc,val_f1
1,0.459185624280621,99.285,0.99294718,0.9928993495208303
2,0.33188298769581254,99.295,0.99295,0.9929993545504195
3,0.26738449361795047,99.275,0.99285,0.9928021841648051
4,0.22390508984081053,99.295,0.99295,0.9929993545504195
5,0.19004531097096106,99.295,0.99295,0.9929993545504195
