epoch,train_loss,val_acc,val_auc,val_f1
1,0.36860753413310215,99.98,0.9999684799999999,0.9998000399920016
2,0.24625251641057744,100.0,1.0,1.0
3,0.18194521447367817,100.0,1.0,1.0
4,0.13505954661115432,100.0,1.0,1.0
5,0.09807515618352175,100.0,1.0,1.0
