epoch,train_loss,val_acc,val_auc,val_f1
1,0.44649530429617795,100.0,1.0,1.0
2,0.21835246337560674,100.0,1.0,1.0
3,0.1005553858664561,100.0,1.0,1.0
4,0.046073067376570576,100.0,1.0,1.0
5,0.02306779125157124,100.0,1.0,1.0
