epoch,train_loss,val_acc,val_auc,val_f1
1,0.41019206773319455,99.995,0.99999981,0.999949997499875
2,0.18331254914511927,99.995,1.0,0.999950002499875
3,0.07689057979426284,100.0,1.0,1.0
