epoch,train_loss,val_acc,val_auc,val_f1
1,0.1495025496473587,99.995,1.0,0.999950002499875
2,0.05728293340346713,99.985,1.0,0.9998500224966255
3,0.02930075276159499,100.0,1.0,1.0
