epoch,train_loss,val_acc,val_auc,val_f1
1,0.4958696053167584,99.965,0.9999974300000001,0.9996500524921261
2,0.22096196731630802,100.0,1.0,1.0
3,0.08737486621647583,100.0,1.0,1.0
