epoch,train_loss,val_acc,val_auc,val_f1
1,0.4997941752728858,99.91499999999999,0.99999101,0.9991507218863965
2,0.2665830452737468,100.0,1.0,1.0
3,0.09628526201740698,100.0,1.0,1.0
