epoch,train_loss,val_acc,val_auc,val_f1
1,0.5410378598752797,99.995,1.0,0.999949997499875
2,0.30204322167299347,99.98,0.9999946399999999,0.9998000399920016
3,0.14407819239814276,100.0,1.0,1.0
