epoch,train_loss,val_acc,val_auc,val_f1
1,0.492579720274186,99.995,0.99999997,0.999949997499875
2,0.2434058184761016,99.99,1.0,0.9998999899989999
3,0.08147238415940043,100.0,1.0,1.0
