epoch,train_loss,val_acc,val_auc,val_f1
1,0.43445934197257596,99.995,0.99995685,0.999950002499875
2,0.21755962368012347,99.95,0.99997093,0.9995002498750625
3,0.09353179224788925,99.995,1.0,0.999950002499875
