C_x,C_y,Label,Q_x,Q_y,Label
-0.6908684,1.3165694,1,-11.735403,57.232414,1
51.87765,16.063538,0,-50.83266,-24.043272,0
-0.2830296,-0.22381955,1,9.993164,36.860886,1
10.04213,-72.44156,0,49.30072,-27.260498,0
-54.73767,-22.331047,1,-11.167823,35.635532,1
74.8491,-20.02725,0,42.54991,-31.627827,0
-8.712717,-14.811263,1,-10.962311,23.942776,1
-29.805395,32.109398,1,19.51247,8.157387,1
-28.482647,21.100842,1,-18.048439,8.036671,1
15.202534,46.050575,0,-40.463886,-42.866867,0
-41.710598,-11.201112,1,17.906105,1.7331134,1
13.4207,-68.947914,0,-18.172985,-39.52749,0
2.2343254,-58.242355,1,31.607761,20.528996,1
-56.326786,-19.866646,1,9.314217,-7.2353683,1
-38.5413,1.82126,1,17.969051,32.62282,1
-5.6250277,12.192746,1,15.122825,-2.2175453,1
-36.386242,30.028254,1,-30.109102,36.591496,1
-27.056442,8.567897,1,9.335078,18.544544,1
69.37882,-10.47985,0,56.519707,-17.083565,0
54.47834,14.116203,0,-48.548004,-21.078571,0
46.42554,14.190855,0,-30.962524,-25.88516,0
-43.139824,-29.762304,1,1.8288014,0.9410467,1
16.149563,-20.263245,0,32.990417,-30.27349,0
24.630447,-23.185163,0,57.66321,-27.982544,0
-3.4248238,-32.187683,1,-9.535395,10.42731,1
-51.164932,-28.138584,1,30.835804,50.016335,1
-2.2423086,2.9613643,1,-2.6475847,-1.1157712,1
-69.74779,4.4070926,1,0.726834,46.76941,1
68.539406,-4.3803854,0,52.15547,-25.550455,0
-33.317802,38.131447,1,20.506153,7.9854245,1
-35.912956,7.343274,1,-14.698492,12.619274,1
65.85589,-1.9926946,0,-15.659691,-39.75117,0
35.426285,-2.0176544,0,-47.075577,-37.999504,0
12.412341,-11.191581,0,-13.425376,-18.337204,0
-34.609642,-16.963125,1,-7.5781293,34.43786,1
-47.504604,-22.385971,1,24.952713,24.777863,1
19.460455,51.434708,0,-19.105648,-17.495049,0
-28.64793,35.55899,1,-17.334967,46.830547,1
6.659903,27.553904,0,-52.470524,-16.73991,0
8.599571,30.545813,0,-31.358234,-14.636492,0
-7.0931664,-46.89838,1,-2.4405663,25.117151,1
38.540268,-27.332594,0,49.76629,-22.001638,0
-16.095823,-24.164434,1,-1.241356,32.833683,1
-39.271812,-1.4868547,1,-18.50758,33.06809,1
18.070501,51.82338,0,31.144655,-39.764328,0
66.40132,5.9421515,0,38.51307,-39.36984,0
3.2716486,35.360584,0,-44.917862,-21.292854,0
82.74251,-19.360603,0,-36.363472,-30.02195,0
14.195678,18.924038,0,-17.892141,-40.268463,0
26.114561,-27.291845,0,-23.270662,-42.662804,0
8.01456,-74.15538,0,41.578617,-8.928225,0
-11.350351,-26.405018,1,27.968401,48.79757,1
10.436651,-70.52675,0,55.43897,-18.181774,0
17.160133,-11.874283,0,-53.23526,-10.796009,0
-2.9797282,-50.944725,1,-20.937464,56.596455,1
-9.018943,27.90506,1,29.496256,52.90624,1
43.248215,-26.264023,0,31.654238,-37.737843,0
80.446594,-19.398296,0,-49.825565,-14.603877,0
38.998196,-18.677998,0,20.368633,-47.530785,0
70.82704,-10.218038,0,-26.831879,-37.30687,0
92.94035,-10.37824,0,57.564556,-22.914593,0
-69.98591,6.4615493,1,37.1679,19.569057,1
67.02802,-1.955545,0,-55.64327,-30.327694,0
-35.1418,1.3404559,1,4.9330454,31.128956,1
10.92296,42.244007,0,-32.34524,-30.711462,0
-66.32464,8.750314,1,22.173815,53.914276,1
35.373016,-3.2370765,0,19.712183,-46.816822,0
-46.897408,-16.980568,1,30.961502,15.280664,1
37.749825,-17.328033,0,-38.625725,-30.193453,0
-31.647398,15.980098,1,17.024569,14.530931,1
28.412159,-28.136856,0,-12.985441,-21.531363,0
33.558796,-21.969454,0,-48.589737,-2.0932856,0
21.643677,-25.027182,0,22.87402,-28.492685,0
-3.4295566,8.251703,1,-12.0631,26.33418,1
39.520412,-14.603587,0,26.940622,-39.88411,0
81.13434,-18.982273,0,54.474194,-23.053621,0
36.161022,-28.18375,0,-48.277203,-35.423634,0
28.00608,45.159473,0,-56.034107,-33.770527,0
-34.92115,-19.516224,1,26.435131,40.443806,1
34.26613,44.83572,0,-27.29225,-36.97971,0
16.696001,49.56672,0,52.632523,-15.937211,0
13.486424,-17.270948,0,-40.65838,-10.384871,0
-4.5182,-21.933186,1,-4.731221,40.551376,1
35.188335,-17.784498,0,-52.959587,-23.400394,0
25.87342,-32.105858,0,44.26715,-16.776005,0
-54.264606,-27.306921,1,-12.455904,17.68984,1
-2.0954778,-37.368237,1,-12.008767,8.474093,1
2.878389,-50.305706,1,-25.717402,42.233765,1
-49.744335,-25.156977,1,0.0901799,59.675434,1
-0.9925944,-45.779133,1,28.444519,48.495872,1
12.384088,-21.400696,0,27.713877,-34.971287,0
-38.340263,-3.3259606,1,-8.758159,12.429292,1
-61.128815,-13.329459,1,-29.313993,28.786924,1
66.6262,4.9816537,0,-30.101826,-37.336414,0
-35.585567,24.668692,1,-0.8320516,0.46546414,1
41.26971,-24.128258,0,26.477324,-41.663807,0
-83.497574,33.9616,1,-0.94169754,33.10634,1
14.524277,-12.05949,0,15.484582,-38.88904,0
13.906916,18.011887,0,-25.554935,-34.194298,0
36.169098,45.747192,0,-45.60439,-39.345005,0
-45.113194,-22.650076,1,35.26249,31.846308,1
-29.347826,-3.393027,1,-27.512747,23.022203,1
-1.2849321,5.6409693,1,-22.150324,45.307037,1
14.011601,23.56624,0,-32.196835,-37.431866,0
-7.6365924,18.314096,1,20.507738,35.325787,1
45.954945,11.442974,0,57.630745,-26.493425,0
40.820526,-11.515617,0,-56.22963,-17.096832,0
-6.666754,20.278568,1,18.727442,31.175299,1
19.345455,49.110558,0,-33.509315,-35.074924,0
43.153633,-24.916058,0,18.5731,-39.643253,0
33.33482,-21.15629,0,-26.067846,-36.447216,0
-7.5178437,-33.1994,1,24.487713,22.819214,1
1.4432007,-58.66662,1,-6.3544817,41.571293,1
95.24536,-8.81803,0,-55.358547,-36.103493,0
-32.048946,41.151867,1,15.517149,45.204967,1
77.85251,-19.255331,0,-10.6837,-24.839918,0
-7.0323052,-29.619864,1,9.875853,-4.3560634,1
20.59025,-23.301907,0,-45.418823,-15.401986,0
94.4502,-9.221128,0,55.501003,-24.258947,0
-29.920177,31.87784,1,33.868217,24.88441,1
-37.011044,27.295923,1,-7.0946136,42.040577,1
-7.7693653,20.36768,1,-18.843378,6.3688674,1
-5.452665,4.940097,1,16.75085,-1.7910805,1
28.294802,50.498585,0,-35.841553,-20.466663,0
-6.786191,-34.41935,1,-6.7031765,22.41038,1
39.247303,-27.388977,0,31.11862,-38.872036,0
-69.82343,20.976227,1,-0.6908621,61.427124,1
25.564335,45.22008,0,-25.04465,-51.567986,0
67.51361,-12.705416,0,14.413008,-48.928993,0
21.462566,-17.601532,0,-47.907654,-21.389124,0
20.525486,56.11385,0,20.477312,-57.791866,0
70.045944,2.3762472,0,24.043732,-32.118927,0
34.989655,44.930485,0,-41.8654,-25.97146,0
71.6059,1.5823643,0,14.748929,-49.29001,0
43.589798,-26.244064,0,24.686857,-35.88621,0
34.95058,-15.289549,0,-49.876667,-31.992441,0
-29.12445,5.92781,1,34.607277,25.304035,1
-6.4712076,7.9191523,1,25.911106,5.790184,1
-33.789913,17.870686,1,10.086891,12.810943,1
-11.663503,-31.3731,1,-16.759148,36.36697,1
15.560542,-12.548932,0,-25.551182,-18.237133,0
59.047836,13.258497,0,-51.80949,-32.25415,0
67.98935,-7.4712925,0,-20.707642,-14.27967,0
65.99181,-11.115868,0,-23.345724,-15.828387,0
-69.06585,16.237862,1,-25.516739,37.34416,1
21.0629,48.79315,0,-36.84789,-20.116156,0
-67.75563,13.019835,1,7.2379956,10.904828,1
38.286858,-13.918614,0,38.556564,-31.0116,0
30.158266,46.31846,0,-30.382978,-15.460837,0
42.049442,15.180686,0,17.386307,-55.154682,0
-7.8515854,20.451284,1,-9.402885,25.190954,1
13.3734865,-21.378195,0,-38.636677,-32.11599,0
10.302182,36.137917,0,-41.00622,-30.453178,0
14.549365,-69.23875,0,-34.80903,-17.438114,0
-5.2169094,9.165692,1,-27.849644,38.540215,1
7.642166,46.875286,0,-41.534214,-29.866022,0
43.944218,14.118004,0,24.3285,-54.64647,0
-29.93993,1.5554132,1,-14.3689165,31.661087,1
69.74302,-14.953737,0,60.73232,-22.215899,0
-45.49908,-28.289959,1,-7.304969,27.04354,1
-66.766075,-7.206585,1,-10.159998,53.508816,1
25.51897,-24.897255,0,-40.394444,-7.27551,0
-80.59316,32.039536,1,-13.46166,24.507502,1
24.559412,-24.807528,0,-53.874092,-20.313486,0
-7.7079663,17.943275,1,31.780386,18.49717,1
-33.598515,-6.811203,1,-4.2914686,20.731823,1
-64.12509,11.060254,1,-11.609646,15.0749035,1
-6.4797344,13.092443,1,-2.3531969,1.843715,1
30.160055,54.866333,0,31.574966,-47.110546,0
-31.630615,36.569313,1,-16.215847,29.790747,1
66.677704,-11.829845,0,-57.120853,-18.694742,0
-6.908548,-48.383106,1,-0.9512213,41.047104,1
-5.195682,8.76017,1,5.5381575,50.966522,1
8.224161,29.748161,0,-53.061962,-36.33291,0
-0.16093135,-0.95972127,1,3.259894,23.955194,1
-41.563324,-27.25923,1,-13.232386,33.37309,1
-35.79624,-18.436653,1,27.869215,17.801702,1
-13.787629,-25.290897,1,2.0383017,-4.721864,1
-83.592026,34.08601,1,-10.169041,54.770866,1
-23.051985,38.78304,1,0.32224965,48.304523,1
-23.820736,37.26668,1,-3.7239666,62.52663,1
9.06172,50.444878,0,28.165516,-31.958319,0
8.423146,40.096535,0,-35.089367,-38.02138,0
12.978663,52.07278,0,22.795198,-53.5476,0
-29.784678,43.10131,1,-27.480408,48.820072,1
-64.20189,-10.468411,1,-12.12077,33.614895,1
7.4094486,-74.57736,0,-47.09505,-2.243146,0
40.43927,6.5926533,0,23.181952,-46.336884,0
-28.460957,5.496376,1,-20.449303,51.72113,1
33.35355,-33.04741,0,-37.18766,-31.035582,0
-51.185856,-19.788256,1,31.583313,50.87853,1
11.501567,16.007254,0,-23.784185,-26.627275,0
-30.908693,25.540403,1,1.4361598,7.088591,1
-63.344433,10.864574,1,5.9094048,44.16691,1
66.69597,-12.070533,0,-54.42943,-10.103659,0
24.041174,-32.202847,0,-45.982857,-36.17618,0
39.961338,-26.185556,0,-44.970222,-19.089088,0
13.940845,14.852609,0,32.714703,-49.161022,0
-33.245567,32.54497,1,-14.046367,15.096217,1
10.280078,20.396849,0,33.395123,-41.392296,0
-41.21327,-27.033085,1,-22.02621,37.167706,1
10.652354,36.86205,0,-27.147291,-51.73439,0
-34.87862,-4.0177426,1,-22.446514,8.40765,1
38.937862,11.943225,0,24.368788,-50.468422,0
64.70267,8.670657,0,49.809082,-14.452928,0
-21.971258,40.960556,1,1.4232576,12.508132,1
-33.632614,23.537104,1,-20.335184,21.969831,1
-34.43871,21.769754,1,-3.8940203,24.940767,1
12.924902,14.218742,0,29.249819,-46.19549,0
85.027016,-17.460232,0,57.5463,-27.232231,0
-30.354458,33.109756,1,5.307971,46.315323,1
85.59597,-17.873724,0,54.139256,-27.757315,0
32.55024,53.680786,0,33.35273,-44.642334,0
-29.307096,4.6743927,1,4.0956345,8.95337,1
-38.110977,-6.1558414,1,-7.3141766,34.640068,1
-70.93589,4.0903788,1,0.09082301,-0.79150975,1
-33.1489,31.559454,1,-17.868418,6.0097637,1
-10.184999,-22.588331,1,-31.20322,28.885727,1
-5.8133926,-23.862099,1,-20.253162,36.949146,1
7.76766,46.55859,0,-29.78488,-24.663895,0
34.61742,-18.594194,0,-20.654726,-19.399313,0
-31.197874,-5.823877,1,27.781876,18.134039,1
14.135635,22.752367,0,-50.829506,-17.153057,0
34.79009,1.4434081,0,-33.301758,-49.516792,0
12.715913,-21.965174,0,26.179495,-41.828217,0
30.875381,51.64848,0,17.459297,-37.628803,0
-71.35467,9.33025,1,39.682705,23.685379,1
-70.017654,-5.6251483,1,22.750906,55.804573,1
-30.339191,3.9323168,1,37.226234,27.381834,1
-28.979877,40.199665,1,-11.75391,12.172287,1
-75.407974,28.399529,1,28.849733,9.374489,1
-38.38154,3.5831475,1,27.177773,6.9519014,1
-77.48305,30.226173,1,-14.876535,21.240347,1
7.925495,36.571404,0,-24.41741,-22.490484,0
-83.78282,33.711758,1,9.013134,11.087563,1
-35.996674,10.205452,1,-16.817947,11.69106,1
41.46148,-9.322924,0,-47.183094,-28.668152,0
14.209449,-70.78316,0,-31.138235,-30.6059,0
-61.871895,-11.666941,1,-19.198734,56.47302,1
-64.75622,-12.700859,1,-7.528466,13.160178,1
33.62187,47.208965,0,-38.86651,-44.928364,0
-8.274814,-40.77202,1,16.700771,1.7506442,1
21.300236,44.25063,0,-54.368015,-9.86222,0
-64.916565,11.827756,1,2.034551,-4.2589097,1
-5.5497327,17.574102,1,33.87819,10.508706,1
1.2058406,2.6222858,1,-1.2654542,18.919003,1
7.0389757,26.6992,0,26.555725,-41.631344,0
16.02618,-12.982877,0,52.555725,-15.524501,0
26.565653,-34.54036,0,33.082954,-36.999786,0
-9.667375,-40.919083,1,-27.377707,46.344128,1
29.259617,-33.40376,0,30.143524,-31.932314,0
2.5675046,-57.11095,1,18.187653,32.381683,1
9.341995,23.13055,0,19.792772,-39.891266,0
-83.47378,33.262867,1,-20.858849,52.105736,1
-27.312151,16.698189,1,12.616744,27.954502,1
-14.292432,-24.903942,1,-0.63908607,48.08711,1
-66.472336,15.229782,1,10.429762,0.11727799,1
-4.1954904,-51.312496,1,-25.768482,42.322426,1
-6.0772324,-17.393648,1,5.8391666,24.346378,1
-83.18552,33.756557,1,-31.105188,24.906574,1
57.940685,18.204813,0,-15.670565,-38.23652,0
13.898417,-69.01419,0,-51.616123,-36.80667,0
-65.076324,10.32181,1,-10.936064,9.885541,1
65.481026,-11.688865,0,-11.746053,-26.68796,0
-33.249863,16.274673,1,7.478282,-0.61194336,1
11.869968,-22.926779,0,29.682657,-45.425354,0
54.125523,12.622237,0,-40.112568,-8.476186,0
34.1188,-3.0965018,0,-53.35291,-19.226307,0
-30.214825,43.436573,1,16.64816,3.514113,1
3.3694382,38.267635,0,-37.090927,-43.074238,0
-59.20671,-22.961126,1,34.107334,25.161793,1
56.3358,15.1617155,0,-20.219223,-23.873814,0
14.686944,12.242906,0,-58.007492,-8.979842,0
-31.891207,-8.320172,1,6.62882,55.72177,1
-26.590101,8.389109,1,-29.642296,36.087624,1
60.940487,14.522926,0,-18.593395,-26.252987,0
32.858196,45.749893,0,-15.22959,-20.693733,0
-8.821244,14.783451,1,10.275718,59.656494,1
-11.137817,-13.422699,1,6.3376784,4.5939937,1
-34.9721,38.371117,1,-8.553611,54.50649,1
33.45643,46.185184,0,13.562413,-45.07433,0
-64.227715,-11.990936,1,9.982142,26.624731,1
12.337054,16.355734,0,-24.184572,-13.554535,0
89.82455,-16.204346,0,32.663155,-36.602215,0
-2.6986594,-44.16866,1,11.361999,0.0901598,1
-40.261055,0.7670056,1,24.013155,2.328993,1
71.59287,4.0344043,0,13.794166,-46.43978,0
67.77326,-4.8814235,0,58.63194,-15.966636,0
41.003746,-6.6583896,0,-33.7223,-50.134834,0
-5.3248634,-33.57683,1,5.934975,22.779099,1
-8.842431,24.96041,1,-19.461624,2.3582408,1
36.815117,-28.40949,0,-33.41436,-15.831121,0
31.71266,51.76875,0,19.12401,-56.68923,0
64.48574,11.216798,0,27.80354,-50.98817,0
-55.30515,-19.77531,1,-5.07568,12.049465,1
40.906895,2.0275545,0,-20.331911,-20.235336,0
37.079697,-12.147851,0,14.072884,-39.350327,0
26.336718,-25.002497,0,-34.07644,-37.214417,0
15.943452,-18.259512,0,-29.016779,-14.051313,0
45.086586,3.3111193,0,-15.872924,-25.392267,0
-10.385835,-30.894733,1,22.875597,14.861113,1
-26.427923,21.101208,1,-12.360904,42.84281,1
-66.67284,-12.3326645,1,4.2638144,51.872837,1
-37.39453,-21.4548,1,-30.058603,29.92834,1
-40.53156,-22.373533,1,6.453861,57.78889,1
-8.65789,-15.792152,1,36.940792,25.789698,1
35.51278,-17.851389,0,-41.9024,-9.1631,0
-26.567251,9.035956,1,-16.525597,11.475888,1
-66.034775,16.051435,1,0.006388862,62.087162,1
-7.723991,-38.024742,1,0.86027765,63.888474,1
6.366778,43.706825,0,-58.993217,-14.111319,0
-51.049023,-24.737457,1,30.850422,32.29953,1
14.917977,51.424194,0,-30.054403,-20.413992,0
-71.35965,3.9812999,1,20.058569,23.880669,1
74.3192,-19.467293,0,46.795452,-29.468002,0
13.079151,17.99093,0,-27.053204,-16.68757,0
-6.9159513,16.34197,1,-13.410168,37.138676,1
-34.79951,10.22654,1,34.83291,30.973486,1
-38.59896,3.8894196,1,3.059749,2.8275433,1
40.202255,-28.279924,0,37.62759,-30.193018,0
-9.025963,28.919027,1,-24.022036,39.465935,1
71.10043,-18.019907,0,-25.190866,-50.119335,0
33.47622,-5.0000925,0,38.17469,-30.526403,0
-9.797117,-35.296406,1,2.7207296,-0.968984,1
47.31662,16.478977,0,35.97914,-28.62151,0
-16.638002,-26.29145,1,25.06342,28.623602,1
35.3003,-17.01696,0,-51.6219,-18.357864,0
79.18224,-19.66679,0,-36.163002,-28.076418,0
-55.655853,-19.973055,1,30.423557,21.065395,1
-29.625341,42.839203,1,18.771751,46.708828,1
-1.5854282,-1.2789501,1,9.7717905,33.958725,1
62.169636,16.611052,0,47.683586,-12.511143,0
53.22232,16.602596,0,-30.032904,-46.89777,0
12.764953,17.747168,0,-39.50074,-33.80858,0
-24.82571,18.715572,1,-17.040377,15.296548,1
65.40964,6.726654,0,54.043346,-28.196678,0
-70.32725,14.737308,1,5.3715754,68.83144,1
15.201588,15.143796,0,-15.9348,-38.287056,0
9.211639,21.27048,0,49.377388,-15.761586,0
11.701745,-70.83236,0,-51.110535,-8.518109,0
-31.467558,36.42913,1,10.15588,63.23907,1
-4.8899775,-22.09436,1,2.0171602,64.060104,1
65.19407,12.140212,0,50.31418,-26.307943,0
-30.230417,23.564245,1,-16.56302,31.202711,1
-36.711006,30.70822,1,-1.655799,48.6198,1
-8.452563,21.507645,1,-34.34468,44.188416,1
-13.007006,-35.99785,1,-9.60344,9.997215,1
71.68479,-15.281929,0,50.822563,-36.427017,0
-28.913292,0.72299683,1,-12.820365,50.133976,1
-58.526543,-29.423735,1,1.12033,-6.7491565,1
38.85907,11.768477,0,-23.562202,-18.649616,0
70.103745,2.0962324,0,43.615578,-35.50674,0
-9.603169,-33.366146,1,33.662266,44.05625,1
-43.635452,-20.306807,1,34.881138,43.89404,1
71.71024,-17.654013,0,-48.342976,-4.883984,0
1.6583927,-54.21875,1,0.0994535,67.52291,1
-29.224709,35.248146,1,22.863522,46.791008,1
-63.257202,2.5083055,1,-3.8456798,10.053855,1
41.8506,7.617291,0,-48.238407,-36.86945,0
74.630875,-18.39253,0,47.386627,-12.144382,0
-43.215862,-18.28377,1,-21.70208,27.545094,1
