C_x,C_y,Label,Q_x,Q_y,Label
14.950172,11.21755,0,-43.294098,-20.525457,0
29.053347,-30.05232,0,20.219076,-30.696314,0
-82.65313,33.167164,1,30.049074,38.955986,1
88.04347,-16.314491,0,52.892197,-24.679092,0
-57.00853,-19.940287,1,38.12693,25.290014,1
-8.998961,28.036587,1,26.334358,31.830631,1
-45.74631,-22.646809,1,5.6048346,3.0679512,1
-4.826906,10.844672,1,-22.02923,30.078852,1
-27.08569,17.12271,1,5.338692,28.996527,1
7.8341246,39.016838,0,-22.43632,-26.457893,0
30.032116,54.91398,0,21.017576,-35.910015,0
42.82047,-3.3685195,0,-25.54693,-50.521057,0
15.426841,-69.07749,0,-21.945953,-47.900127,0
-6.281465,-30.168364,1,19.885302,27.402363,1
38.780483,-13.822074,0,-30.177492,-46.603867,0
-6.2384586,-51.219692,1,-4.9464006,13.089579,1
78.65631,-18.50917,0,-49.96445,-14.458498,0
58.0657,18.591757,0,-58.724606,-30.588625,0
89.08266,-15.50823,0,47.67958,-28.445217,0
31.614767,51.69144,0,20.939833,-57.384983,0
-27.41441,-6.120758,1,7.3777237,1.8070133,1
6.080794,38.786903,0,-25.920965,-27.624655,0
90.85515,-13.294773,0,55.769096,-24.095531,0
-2.4343348,-37.341316,1,33.804916,21.647886,1
33.982353,51.886803,0,46.59242,-9.097935,0
-28.349627,32.008335,1,-2.7494967,9.671673,1
-33.021126,23.58973,1,37.205692,22.685616,1
8.0277605,-74.01224,0,58.83074,-16.428957,0
-70.21006,8.15877,1,38.899807,21.02947,1
-34.383106,25.315887,1,16.616581,15.050047,1
4.3327966,-53.407692,1,12.17237,2.6272905,1
14.407934,-11.928187,0,-44.117382,-27.028954,0
7.9472246,-74.22729,0,-55.87921,-25.887291,0
77.341095,-18.67533,0,35.699665,-43.125362,0
-6.466383,-30.513065,1,30.371979,22.087236,1
-38.4843,25.10735,1,-12.75872,57.00855,1
14.253776,-67.20943,0,28.189571,-31.551281,0
-9.015531,28.24767,1,27.921583,54.880974,1
34.61675,-0.4273185,0,-43.918232,-25.177275,0
31.948994,50.947388,0,21.394953,-48.825016,0
11.077669,23.73327,0,31.318659,-34.50932,0
-43.532455,-31.154213,1,23.235088,46.477375,1
-32.89508,29.908298,1,-4.032188,10.664743,1
45.035873,15.337684,0,-29.050749,-48.457455,0
-40.228477,-22.741041,1,18.942013,5.051478,1
-31.26875,42.037216,1,2.6890244,63.1885,1
2.273285,-49.829998,1,2.547615,35.86531,1
-36.373295,9.182421,1,16.133509,37.78032,1
13.380995,10.404002,0,-31.611208,-49.315144,0
67.56531,-10.158174,0,53.45547,-24.47436,0
36.24887,44.04972,0,49.123276,-26.623053,0
39.992672,-25.63527,0,16.411695,-43.062614,0
-8.519412,21.039549,1,21.910612,21.612469,1
-37.525593,12.672146,1,-27.86495,33.863274,1
13.482118,16.791359,0,-37.447018,-24.369295,0
-70.011444,9.0710335,1,21.102024,7.925657,1
58.917763,12.2865925,0,50.070507,-10.014127,0
-69.59687,21.360989,1,-7.5489492,14.555879,1
89.437,-14.425978,0,-26.043884,-34.92496,0
41.077347,-28.028154,0,21.068768,-29.529524,0
62.20711,13.100954,0,22.057434,-57.27373,0
5.7639465,45.220516,0,-34.90165,-51.18731,0
9.53931,-13.08697,0,-29.56635,-32.41737,0
-34.38147,0.20364444,1,-16.353481,51.71656,1
-8.822024,-40.766933,1,18.9653,48.392723,1
66.85286,4.1389956,0,-22.638569,-27.254662,0
-42.959015,-24.471422,1,28.789118,39.11041,1
-9.531097,-13.521369,1,-29.00627,37.58967,1
25.287111,44.136723,0,-57.172703,-19.132082,0
79.03089,-20.891119,0,55.478237,-15.102149,0
-34.786472,11.151078,1,11.142636,39.278362,1
-39.89445,3.2533088,1,21.74931,50.401936,1
8.274798,30.427452,0,-18.456234,-38.367443,0
-46.27626,-22.744415,1,27.588234,51.384056,1
-26.734585,-2.2444894,1,9.898973,0.43881926,1
-3.813266,-48.742233,1,25.563568,34.11347,1
66.602196,-3.5645518,0,-56.198105,-10.329506,0
-78.73019,30.751234,1,-19.497839,20.77852,1
8.878128,49.48856,0,30.693115,-22.00706,0
-50.650925,-27.00217,1,1.6527092,33.7393,1
43.913265,4.3308563,0,43.764763,-23.086346,0
-36.844048,29.500929,1,30.381887,52.07453,1
2.212031,-53.590797,1,-7.9165,11.028509,1
-65.279144,11.460971,1,-16.197226,50.6601,1
71.51285,0.36209023,0,-17.475004,-30.68417,0
-32.06033,37.069893,1,22.308834,2.86786,1
10.641105,50.43981,0,31.019358,-51.455578,0
39.216732,-17.627449,0,41.863216,-8.981061,0
39.2249,-17.834286,0,18.507141,-29.615114,0
13.731733,-15.756632,0,33.533722,-47.350227,0
-10.170607,-30.229828,1,2.3020492,20.92595,1
-38.62189,-8.979127,1,-2.5246122,25.993504,1
-41.40837,-13.458901,1,22.524652,45.359478,1
56.599575,16.493868,0,-31.066055,-48.503803,0
42.885754,15.6733465,0,-27.533697,-22.860817,0
66.4178,-2.6376808,0,-28.82754,-12.956151,0
-50.81875,-19.117407,1,18.609585,46.43001,1
-12.563394,-37.567623,1,7.193502,50.21989,1
-66.76075,0.13220625,1,1.645985,-6.0653257,1
-65.94184,-0.5482539,1,9.699653,23.858213,1
-70.395676,-5.355111,1,29.594734,22.838308,1
-33.468987,11.726835,1,0.22412576,-5.8361444,1
43.31735,-25.955828,0,48.153004,-28.244783,0
-30.989,40.0761,1,10.227282,0.17636244,1
10.432723,-10.706284,0,28.451584,-52.236423,0
-20.506182,40.67572,1,1.0095774,6.102967,1
10.07613,-11.073218,0,23.551197,-47.709,0
37.554817,-28.475758,0,23.49506,-47.496334,0
39.042328,10.969688,0,-48.89239,-2.6374006,0
68.39015,-5.0611825,0,46.335323,-9.452968,0
-31.776249,43.95296,1,-1.9670038,30.243727,1
-34.057503,11.592143,1,-25.561798,20.828547,1
25.789005,-25.215847,0,-28.539207,-21.472803,0
-33.899956,25.72856,1,0.1465204,44.01201,1
14.407596,9.22275,0,50.99476,-25.968842,0
18.281239,51.9609,0,-23.43273,-50.286816,0
59.32748,12.485235,0,44.355827,-32.001682,0
-69.71157,23.120691,1,-25.196642,46.785805,1
63.785137,6.474271,0,-17.119272,-21.095291,0
-26.586613,15.599769,1,26.139446,43.544662,1
16.026497,-12.55395,0,45.652905,-19.003054,0
58.645283,17.68457,0,-28.44396,-48.19797,0
-27.778719,15.7197,1,8.129442,59.02988,1
88.6215,-15.85191,0,55.647194,-19.819979,0
15.136573,-69.06411,0,-35.971703,-52.225212,0
34.775063,-8.0468235,0,26.883265,-40.0207,0
-59.666843,-29.12728,1,5.189057,31.664518,1
-0.9016819,5.210073,1,42.04154,21.93101,1
-41.02878,-13.298703,1,-12.358755,57.34507,1
-34.854595,-10.490821,1,16.09625,38.738747,1
7.638432,30.574308,0,-16.247108,-26.50765,0
-70.0623,-10.832527,1,23.61643,28.423586,1
-2.7473493,-33.036015,1,-19.54782,28.011433,1
66.519936,12.6615505,0,20.27718,-26.814978,0
36.427105,6.966482,0,27.516748,-50.247284,0
1.0518541,-55.265324,1,13.048845,23.997526,1
-29.377815,42.62638,1,19.918318,20.953604,1
23.000063,44.776535,0,-52.115612,-22.931292,0
85.810715,-17.207205,0,-29.431602,-14.108132,0
-41.336025,-24.649996,1,-17.574568,20.934977,1
-40.114124,-23.469385,1,8.090017,62.615906,1
67.69362,-3.030116,0,37.235817,-29.98203,0
15.927874,-11.39277,0,-19.774525,-20.948515,0
7.067536,44.467762,0,48.033394,-8.067409,0
10.047431,-71.764786,0,21.09437,-53.787968,0
33.392357,0.35662854,0,30.86225,-26.246277,0
-27.668161,5.7208858,1,14.957747,45.05138,1
-59.015816,-28.173042,1,-14.105214,26.442295,1
-67.07988,-7.855107,1,6.718833,58.504555,1
-61.318962,-12.409137,1,-19.71332,50.617268,1
12.101267,23.81351,0,-57.14725,-11.42633,0
-6.9626045,-17.806904,1,28.003735,40.025032,1
-70.129105,-0.76430666,1,19.47669,34.591415,1
-36.40709,13.255018,1,13.512488,27.797468,1
66.55347,6.56895,0,39.77116,-20.9343,0
9.981906,35.338142,0,-47.042484,-4.99263,0
17.293118,-19.198467,0,-42.298183,-40.688957,0
-23.292442,37.84196,1,-8.41213,28.189787,1
-5.4837346,9.562042,1,16.05147,12.879403,1
-49.947388,-26.277857,1,-0.8619725,31.86355,1
24.191677,52.79615,0,-43.711937,-9.37247,0
-1.9998897,-44.42878,1,-20.601627,7.7523537,1
-35.088745,-5.029028,1,-27.924328,46.31225,1
-45.206123,-18.68533,1,15.862769,0.3961584,1
33.363655,0.0824432,0,-38.676445,-33.50124,0
34.04085,-1.9994594,0,-46.46966,-15.329952,0
66.73849,-11.867716,0,18.382723,-25.649374,0
-68.57715,7.0456834,1,28.180851,40.605038,1
-63.963287,3.4781897,1,35.26137,16.004053,1
-41.082993,-15.813985,1,-18.306118,20.627739,1
-57.410183,-30.21558,1,-0.7317197,6.3688054,1
-2.4782875,2.7670538,1,-32.437515,39.23529,1
-28.255522,4.6074586,1,19.092947,16.487482,1
26.977037,-34.51369,0,31.198643,-22.64357,0
-4.0606475,-38.5438,1,-10.028962,12.7229185,1
-27.233484,16.936714,1,27.24351,28.227024,1
-37.8626,6.614178,1,-22.47951,33.477825,1
-11.32404,-23.982336,1,7.866006,12.277452,1
-42.865643,-17.810423,1,-5.760376,27.628962,1
68.80729,-1.3589027,0,-18.74433,-37.95112,0
-7.887127,9.667562,1,17.456417,16.313187,1
-72.66181,25.784817,1,-16.19352,50.90219,1
94.40537,-9.436199,0,-31.699413,-35.37131,0
-52.705067,-22.397512,1,-22.350107,44.887043,1
9.510605,-10.693685,0,22.090826,-28.142311,0
-6.1091886,-33.522873,1,6.9473424,26.522093,1
14.532067,44.44339,0,-23.747105,-49.21905,0
-83.383385,34.00185,1,2.8463187,61.252815,1
36.990887,-28.091581,0,29.682106,-37.38893,0
91.40193,-12.688812,0,30.710535,-41.907166,0
66.45081,5.850264,0,46.886154,-23.906565,0
-5.376571,-48.005413,1,-18.804174,27.957151,1
-56.366917,-30.44142,1,-18.554342,5.164027,1
9.403261,28.521667,0,-13.330306,-24.401361,0
29.956053,53.19326,0,28.158499,-57.440243,0
33.17715,0.59937906,0,18.289474,-46.809998,0
-5.349576,-26.045795,1,30.011269,14.607952,1
11.488937,18.90438,0,-56.111233,-3.8502219,0
-35.162212,21.763288,1,-0.8998215,24.776014,1
7.2781577,43.450157,0,-35.16819,-16.450766,0
9.003697,45.40077,0,44.01289,-15.905779,0
-44.719738,-30.567078,1,7.175241,40.076393,1
-32.363415,-7.1836686,1,30.132343,18.182487,1
39.94641,-25.413279,0,15.858242,-34.054047,0
34.84554,53.21226,0,16.32121,-39.320812,0
-39.335464,-1.4279941,1,37.43985,25.532324,1
26.433783,-28.625757,0,-20.652035,-43.520042,0
14.175695,24.509743,0,-44.618443,-20.234953,0
-45.06459,-27.668936,1,-13.428721,41.872864,1
15.841605,45.933704,0,-49.76698,-15.799819,0
-30.737375,3.6154246,1,-16.636072,11.8838415,1
-57.193893,-21.038307,1,-13.818019,49.600357,1
14.69047,9.673912,0,-53.025257,-21.779657,0
-40.73421,-15.2877245,1,19.44725,44.605156,1
-1.9760642,-49.51148,1,9.865345,17.903463,1
-45.154137,-18.696299,1,-10.511811,25.349794,1
-32.163124,43.18447,1,-8.59668,14.488467,1
33.549294,-7.5408583,0,20.877993,-39.76659,0
35.004116,-25.651617,0,32.68918,-55.803303,0
-3.3113995,3.4977858,1,6.8630247,25.037966,1
-57.89598,-26.863243,1,-28.649218,36.780754,1
41.065758,-12.183451,0,18.25336,-55.092346,0
-26.789343,18.222967,1,9.566273,28.712543,1
-77.28208,30.54155,1,-20.890413,56.677128,1
-27.811125,41.857414,1,-16.217709,36.7324,1
-31.940155,-3.8254352,1,37.112103,41.27709,1
-3.2133424,2.1547506,1,33.696453,12.047089,1
-44.092422,-28.975334,1,6.947281,-0.49039015,1
22.371832,-18.74796,0,-58.635212,-15.429621,0
12.292596,45.154808,0,57.29646,-17.631529,0
-22.738306,39.755108,1,-30.708284,40.312267,1
2.381623,-54.085464,1,-27.426407,48.664234,1
93.78615,-10.65117,0,52.959442,-17.966461,0
-26.524914,40.926075,1,-24.331923,27.275265,1
58.23943,11.163315,0,-32.92655,-14.078629,0
-14.249705,-23.627617,1,-11.962578,14.977767,1
-30.169445,34.296074,1,-8.000455,22.055359,1
-25.769434,9.37922,1,37.643864,19.928228,1
-6.0964317,7.944376,1,13.412184,28.270456,1
12.79181,-71.1479,0,-10.944541,-26.84631,0
3.897717,39.87994,0,-10.252457,-23.8532,0
20.658741,-22.839668,0,-33.4766,-47.30483,0
-60.100903,-27.612377,1,-9.434349,56.211746,1
-58.247467,-22.848438,1,-13.699825,6.0818825,1
1.3301619,2.652804,1,20.123363,46.66166,1
-23.596565,31.444927,1,20.396137,27.19423,1
10.740389,51.955658,0,-49.976166,-18.105637,0
40.2285,-25.316051,0,18.103176,-51.269585,0
-80.7983,30.628944,1,-0.78033686,-0.6209057,1
10.21671,19.343159,0,-44.78057,-18.055466,0
41.799255,17.678667,0,30.804743,-48.453293,0
-53.33277,-24.21931,1,-12.804989,50.215294,1
-34.71446,39.602848,1,-1.5350622,57.50019,1
-10.224537,-15.845645,1,10.279475,60.92614,1
24.907646,45.904217,0,54.782978,-29.517939,0
22.287214,52.496426,0,-45.652943,-33.48281,0
-16.553427,-25.171131,1,-16.103888,37.866154,1
76.99147,-21.307219,0,-33.64572,-40.24998,0
-39.124203,23.955372,1,30.11969,27.677555,1
58.5798,18.0725,0,-17.390253,-24.547432,0
-67.836365,-1.1041253,1,-30.713589,32.072903,1
32.674416,43.477493,0,41.681248,-12.268793,0
-11.8541,-21.956335,1,7.330858,67.075264,1
38.01573,12.285775,0,-33.57478,-17.982687,0
16.636091,11.080197,0,-52.093742,-10.72756,0
11.721092,24.720476,0,23.594954,-51.15473,0
-5.37732,16.319061,1,-12.193557,18.289543,1
-60.88657,-25.205505,1,27.578753,33.444363,1
12.567566,41.575497,0,-31.647226,-35.623173,0
40.171593,-28.232746,0,-46.4691,-13.085293,0
-6.7673774,-17.50497,1,15.44542,-3.4715972,1
41.124187,0.7791536,0,-27.192596,-31.56716,0
20.150146,-24.377651,0,56.97152,-29.621382,0
12.505529,-22.514992,0,44.05982,-31.891588,0
19.89364,54.007587,0,32.422443,-31.227915,0
-4.433544,-50.89704,1,10.744536,27.564304,1
-68.09047,-1.1507239,1,5.137759,8.621872,1
7.663294,40.61683,0,-55.960396,-29.815336,0
-33.450737,17.17652,1,-13.027029,3.7642746,1
0.4184181,-53.09633,1,16.436762,57.98235,1
-20.273771,38.86658,1,-26.984707,30.950386,1
-34.125015,16.93037,1,-13.057603,26.704805,1
35.797626,-17.030828,0,25.103432,-38.600285,0
-22.533756,31.376125,1,26.860874,27.335264,1
-32.84407,-0.012941933,1,7.895337,-5.522937,1
75.26279,-21.409788,0,46.195595,-20.207855,0
-41.183475,-16.209698,1,7.376717,18.253616,1
15.011341,49.210003,0,-35.38212,-19.306551,0
30.482874,-33.82877,0,55.186905,-21.107937,0
-43.288143,-25.469389,1,9.469363,58.587822,1
30.921986,46.376835,0,-45.650143,-33.74363,0
37.720844,4.254759,0,40.352463,-30.771116,0
-6.2292366,12.4407425,1,10.243485,38.904648,1
-83.972626,34.080013,1,17.015333,37.526447,1
43.46429,2.644998,0,40.473225,-14.558821,0
-84.02476,34.00835,1,-10.497576,13.764632,1
-4.297179,12.574254,1,-29.813622,35.624065,1
15.459831,18.019154,0,-34.04863,-17.042658,0
11.827452,18.295305,0,-17.24667,-37.012897,0
10.49235,52.18029,0,35.116665,-46.865078,0
35.11206,-24.926361,0,-28.782803,-44.61294,0
-11.083022,-22.37897,1,-3.7668114,44.584133,1
-12.7993,-26.257692,1,-3.9642162,36.743023,1
66.84952,-8.303654,0,-26.029282,-41.641594,0
-5.3015647,-23.991652,1,-22.394585,23.430914,1
22.002022,-18.121275,0,-32.816086,-29.247993,0
-3.1904442,-2.9563718,1,6.684379,65.79627,1
86.24447,-17.883677,0,-41.85318,-10.83,0
52.181084,15.986683,0,29.693268,-55.238365,0
34.599194,46.502937,0,18.700087,-26.380089,0
-69.12959,10.188396,1,-3.7414505,12.235498,1
-23.41617,35.625877,1,19.526592,9.234781,1
-0.08168166,0.6692899,1,15.741644,-0.46946374,1
3.507075,34.708115,0,49.60063,-18.175537,0
-38.467556,-2.83789,1,-23.521679,18.606272,1
17.27362,-12.181014,0,48.3929,-18.447145,0
-7.981323,-49.53531,1,26.498276,42.438038,1
10.52813,-18.672737,0,-35.34676,-30.7946,0
11.25347,45.14474,0,-35.387478,-49.117813,0
68.91316,-9.538758,0,-28.300503,-48.223717,0
94.630394,-9.123087,0,42.487995,-23.105394,0
-13.089225,-14.618452,1,-8.656332,31.469625,1
-27.652641,4.7702827,1,28.21706,12.964651,1
-8.583285,-29.135508,1,25.620243,33.82616,1
-71.05058,-2.3710299,1,-23.257393,38.302074,1
89.24125,-15.170019,0,50.44236,-14.573635,0
8.721351,-10.320207,0,17.55022,-35.95971,0
-11.720375,-31.968447,1,-11.949162,27.049816,1
64.68138,15.900096,0,14.688093,-51.92229,0
70.72752,-10.135687,0,-56.994606,-27.802614,0
33.58208,-5.697175,0,21.342329,-55.103127,0
9.869288,-22.573391,0,27.693043,-35.210396,0
-4.3739967,-20.547493,1,0.67898977,-4.3079596,1
-59.45226,-27.477646,1,-22.903423,45.26414,1
-9.158524,23.319597,1,-12.04875,3.927496,1
56.226265,15.834184,0,-39.96444,-33.86698,0
20.451797,-20.377514,0,-45.848095,-39.195675,0
47.12781,10.435281,0,-52.042572,-19.49848,0
-9.050373,-49.868843,1,-22.106627,41.065765,1
71.23666,2.3130383,0,20.488543,-32.19173,0
-31.325657,-15.408992,1,-2.1783118,46.919365,1
-39.7572,7.3683233,1,-15.539147,53.748856,1
38.15942,11.712258,0,-32.576336,-38.1879,0
30.823977,-26.976175,0,48.7392,-18.271145,0
46.82692,14.463974,0,25.113668,-58.02403,0
-41.490814,-24.642614,1,34.753307,30.52361,1
-8.203965,-33.45174,1,23.834156,47.01438,1
34.81464,-9.496683,0,-44.97787,-9.871505,0
30.395378,48.456806,0,28.39953,-26.090172,0
7.9122596,25.921272,0,48.54287,-25.187328,0
12.874817,51.771397,0,14.156535,-42.32918,0
4.5049515,36.97863,0,-44.045956,-14.751209,0
-52.188152,-26.790943,1,10.738941,-6.214612,1
-6.1086583,-52.572258,1,-10.27602,54.70021,1
33.332676,52.863632,0,26.713049,-25.400105,0
-71.32866,13.861912,1,-24.85657,45.146137,1
68.00631,-8.859554,0,15.958848,-42.39272,0
14.269659,20.172245,0,21.527576,-28.044605,0
3.2366836,-50.544476,1,-20.834766,38.42786,1
-39.826252,-22.48704,1,-20.634893,49.47177,1
-64.35409,11.01141,1,20.470852,25.363997,1
31.757998,47.34463,0,-26.342924,-39.30152,0
3.7058086,44.085243,0,21.067394,-53.622776,0
68.69005,-0.7122254,0,42.895557,-31.926643,0
-69.858826,14.983333,1,-13.959087,33.2322,1
65.412506,5.2109556,0,-49.162907,-35.372974,0
83.79252,-18.928627,0,56.166874,-15.752473,0
39.944378,-9.054524,0,-40.159103,-6.542113,0
32.92156,44.860855,0,57.397705,-19.84344,0
18.166843,-18.44768,0,-27.103613,-28.186108,0
-64.0194,-0.31384397,1,3.5166254,67.57471,1
67.27728,-8.660777,0,-47.544285,-34.218235,0
-1.9048489,-36.19812,1,18.391174,36.96119,1
-7.550337,21.679068,1,-20.968502,52.06363,1
89.93581,-13.062324,0,56.997314,-23.463106,0
18.260107,52.506317,0,17.669336,-38.397564,0
44.51162,4.4269624,0,-43.210865,-28.577738,0
33.51748,-22.312765,0,-54.50286,-25.77955,0
9.126981,-24.250662,0,17.177725,-45.431557,0
95.828026,-8.220097,0,28.293354,-54.955395,0
-72.645645,-2.5663996,1,5.1043463,36.717686,1
19.350424,50.35243,0,-21.938522,-43.22313,0
18.310513,51.952114,0,-32.969215,-15.894941,0
39.844868,2.8374066,0,14.376486,-47.43885,0
13.981836,10.738949,0,-44.7981,-32.928135,0
-33.515354,-21.23692,1,3.0235255,3.862566,1
-36.35719,9.483814,1,-5.3091617,55.906315,1
35.16338,-23.371496,0,48.95328,-16.552757,0
46.66928,8.484,0,-21.909946,-13.060329,0
-6.7834883,-43.79699,1,22.462662,25.244797,1
64.817505,8.3083,0,-24.347525,-48.928665,0
-10.29384,-35.749527,1,-1.8946112,62.994926,1
-39.165997,-8.98595,1,1.6779228,42.14346,1
-39.756268,-10.5652,1,30.016163,30.458382,1
-55.038136,-20.262959,1,19.221796,1.7924712,1
-51.340637,-25.89192,1,5.095873,65.739265,1
-22.761847,34.38584,1,-2.374345,64.41547,1
-26.494658,43.187283,1,19.87674,8.874986,1
13.735938,23.16698,0,-27.880072,-25.418428,0
69.47108,-0.3016826,0,-24.584936,-52.992153,0
-6.6915865,14.85904,1,-7.800471,34.033016,1
-1.5055653,-0.4667719,1,11.1049795,26.619925,1
39.197567,11.393744,0,29.486221,-27.909286,0
39.886024,14.047633,0,-30.581987,-20.50554,0
-33.711395,5.0473447,1,-9.525664,52.096573,1
-23.734728,30.876226,1,6.738921,15.071271,1
12.121735,41.946888,0,-32.470222,-46.929943,0
-80.27742,30.72979,1,11.472777,40.266647,1
-32.326775,24.59209,1,21.17265,48.029114,1
82.59131,-19.141413,0,-19.750294,-30.320868,0
-69.001526,-1.4147631,1,13.403396,37.05328,1
-38.017822,7.7069793,1,23.967737,43.42807,1
-5.0190797,11.494773,1,-21.324486,48.718136,1
95.94312,-8.1258,0,13.567217,-37.302082,0
-54.62383,-19.914566,1,21.737635,47.88837,1
25.265837,-25.40989,0,-37.52077,-9.301937,0
-7.0207996,13.293504,1,-7.0585227,0.96260244,1
-32.900616,-1.8897898,1,20.117249,41.730732,1
-60.699738,-27.054083,1,8.537274,62.510105,1
42.062775,2.8426137,0,-32.761715,-29.18304,0
-11.180305,-27.694603,1,19.437067,59.631817,1
-32.8122,-2.353992,1,-19.772032,21.801748,1
-10.039748,-34.459484,1,-2.492846,33.81637,1
-32.863064,30.873016,1,-17.654947,46.207897,1
-63.223335,-13.424878,1,21.797424,8.353169,1
-34.50002,5.983557,1,1.9985685,15.0387125,1
-33.554466,-21.921858,1,6.091008,57.652065,1
38.661995,-18.86604,0,-20.639095,-26.067863,0
-46.92415,-17.513588,1,-0.61767924,-2.6300597,1
37.91764,11.285765,0,22.76063,-33.06884,0
-69.22597,10.239712,1,32.319614,32.344395,1
21.757101,-19.404562,0,-34.548553,-52.1511,0
-8.220461,15.681428,1,2.8740032,37.299686,1
-66.62107,-5.8213663,1,-2.9506533,24.615072,1
-21.66223,36.32155,1,-24.118526,39.79156,1
24.904034,-29.959423,0,16.904808,-38.415916,0
8.941028,-20.803833,0,-35.35458,-48.90877,0
-36.100716,-5.880619,1,-21.049786,26.307291,1
-26.682283,41.89402,1,31.214169,29.814632,1
26.651789,-23.65255,0,-23.405254,-32.869953,0
-51.58576,-19.997614,1,-9.718628,28.369379,1
-6.2539144,-25.633926,1,-9.775591,38.401928,1
-37.695156,5.8679113,1,-11.001081,9.82236,1
-5.984578,-18.969833,1,-12.615053,26.296234,1
-42.411907,-17.77227,1,-4.335677,64.04569,1
12.619461,-70.48831,0,-17.382233,-21.874538,0
43.570877,2.0388703,0,-18.582073,-26.808933,0
81.10967,-19.993511,0,48.221123,-19.539343,0
11.164456,41.781387,0,-19.006737,-25.303886,0
42.710953,-25.058191,0,19.303638,-38.169277,0
11.808516,17.943926,0,-31.012873,-39.790592,0
-26.976486,7.9444346,1,-0.6453631,6.459569,1
9.321222,21.746479,0,23.739594,-57.700356,0
-67.71524,10.287655,1,0.54393166,2.5322628,1
16.659857,50.088356,0,22.270346,-56.265915,0
13.900285,-69.623085,0,54.812244,-22.785442,0
10.248065,-72.43563,0,-23.06218,-27.586208,0
11.404923,25.271252,0,-37.06936,-29.406284,0
-26.436895,-0.3960844,1,-13.165022,47.132027,1
-11.569072,-14.397336,1,0.08228285,41.714245,1
0.6725028,-52.33031,1,-27.525244,16.170929,1
44.40804,7.5782366,0,-56.400043,-32.94192,0
4.0432277,34.33559,0,-36.07438,-23.433836,0
-33.380352,16.966005,1,-27.993383,35.634594,1
-33.477066,26.729918,1,28.966492,48.96964,1
63.132908,8.732834,0,-24.13552,-22.4978,0
41.123154,-10.906694,0,12.34207,-47.75904,0
0.4410259,-58.97888,1,-13.152225,4.0865026,1
3.7924883,38.2464,0,29.839624,-32.757706,0
-0.4726771,4.7140074,1,-26.838009,16.047314,1
11.740331,-71.12194,0,-28.088993,-11.872858,0
29.583157,-26.653982,0,-47.235336,-16.143665,0
24.08426,46.29999,0,38.28693,-43.874115,0
73.45339,-19.626535,0,-57.155502,-10.2862835,0
-9.810846,-14.168855,1,-23.429323,10.302139,1
-30.526678,20.260109,1,-32.240456,43.938995,1
-79.6752,30.45093,1,-30.252094,30.934687,1
-25.663841,42.798527,1,8.345002,16.9684,1
-6.9884014,-16.861578,1,24.823587,6.524623,1
-35.444508,-21.548973,1,-2.4405591,5.226212,1
-68.99949,22.034342,1,-19.827156,27.704876,1
61.76679,11.25363,0,50.33312,-36.29703,0
-12.789683,-37.65537,1,-15.765597,48.515583,1
40.177116,6.7961473,0,-34.182316,-48.63688,0
52.941376,12.902918,0,-25.022385,-47.223026,0
44.889233,6.49509,0,-56.486526,-17.554873,0
16.440407,43.830326,0,-54.878002,-34.427776,0
25.933378,-27.827902,0,-25.394304,-45.85528,0
13.761298,-15.228633,0,-52.462288,-23.591745,0
-12.864893,-36.665493,1,-22.235168,31.818428,1
35.968754,-1.826599,0,-44.96826,-20.534004,0
-28.119385,23.127768,1,29.65726,8.060702,1
71.401596,1.8880042,0,-51.32091,-32.043705,0
13.253447,-23.061804,0,-38.756336,-46.098907,0
-31.316113,-16.38948,1,27.866348,29.500063,1
40.38664,-23.580355,0,31.382742,-37.262074,0
66.65058,-10.951436,0,20.85955,-34.80121,0
-44.178158,-27.185308,1,-0.5622731,4.7059755,1
-66.004196,-13.0569725,1,-17.827774,60.46945,1
-0.5534212,-59.20304,1,12.379613,50.452896,1
61.504642,15.261662,0,43.47546,-36.108627,0
43.971016,-1.1744579,0,-27.736944,-47.925186,0
35.024208,38.341175,0,-47.328053,-28.439875,0
31.934278,47.126007,0,-53.4938,-21.84261,0
-35.035263,-6.433075,1,26.525095,18.35979,1
34.104378,39.32796,0,-48.503357,-14.562166,0
36.153385,41.327343,0,-19.523514,-37.7463,0
-5.8104453,-34.11201,1,-3.083698,19.32288,1
37.71034,3.20067,0,-45.81226,-39.19145,0
-5.62129,-40.65643,1,-31.555584,36.32924,1
-31.214956,39.616207,1,13.304095,0.11678907,1
-37.856148,-8.11153,1,21.631062,52.29611,1
8.452993,-73.39774,0,-49.984783,-19.33403,0
-6.0929627,-33.886395,1,20.139866,30.530006,1
-6.4478416,12.513183,1,7.524587,15.850501,1
-0.49945104,-49.000492,1,32.484886,20.319094,1
-79.68559,31.558228,1,-13.321772,48.33212,1
-33.707817,-21.976473,1,33.95463,43.361645,1
9.598091,-22.751047,0,16.549187,-48.15895,0
-26.53739,-8.5494795,1,-11.598831,14.106452,1
14.453702,15.618873,0,-49.10234,-14.875992,0
74.976,-20.243885,0,21.430439,-25.320316,0
-34.416355,11.528859,1,22.461832,46.05069,1
-67.90974,-14.502624,1,8.033898,41.328533,1
-11.740458,-26.072544,1,-27.905903,32.49214,1
34.522766,52.310295,0,25.205772,-53.781193,0
-33.83501,-18.88478,1,24.236563,10.882886,1
27.117443,-31.176321,0,-16.996529,-22.284344,0
5.3084574,45.486015,0,23.241945,-32.354607,0
-10.3149,-19.271715,1,15.234107,-3.002168,1
